FileName, Type, Correct, Partially, Missing, Spurious, Recall, Precision, F1
Danh-gia-Dell-Vostro-V130-score.xml_0006A,Average,20,4,19,17,0.5116279069767442,0.5365853658536586,0.5238095238095238
Danh-gia-Dell-XPS-15z-score.xml_0006D,Average,11,3,26,13,0.3125,0.46296296296296297,0.3731343283582089
Danh-gia-Galaxy-Tab-7-Plus-score.xml_00070,Average,22,5,17,18,0.5568181818181818,0.5444444444444444,0.550561797752809
Danh-gia-HP-EliteBook-2530p-score.xml_00073,Average,19,0,25,19,0.4318181818181818,0.5,0.46341463414634143
Danh-gia-HTC-Flyer-score.xml_00076,Average,14,9,38,33,0.30327868852459017,0.33035714285714285,0.3162393162393162
Danh-gia-HTC-HD-Mini-score.xml_00079,Average,11,3,20,12,0.36764705882352944,0.4807692307692308,0.41666666666666663
Danh-gia-HTC-Sensation-score.xml_0007C,Average,20,5,41,32,0.3409090909090909,0.39473684210526316,0.36585365853658536
Danh-gia-HTC-Sensation-XL-score.xml_0007F,Average,29,8,41,22,0.4230769230769231,0.559322033898305,0.4817518248175182
Danh-gia-HTC-Wildfire-S-score.xml_00082,Average,13,4,16,18,0.45454545454545453,0.42857142857142855,0.4411764705882353
Danh-gia-Huawei-IDEOS-X5-score.xml_00085,Average,10,5,30,27,0.2777777777777778,0.2976190476190476,0.2873563218390805
Danh-gia-LG-Cookie-Camera-score.xml_00088,Average,10,2,11,11,0.4782608695652174,0.4782608695652174,0.4782608695652174
Danh-gia-LG-Optimus-2X-score.xml_0008B,Average,27,3,50,36,0.35625,0.4318181818181818,0.3904109589041096
Danh-gia-LG-Optimus-Me-P350-score.xml_0008E,Average,21,1,43,34,0.33076923076923076,0.38392857142857145,0.35537190082644626
Danh-gia-LG-Optimus-One-score.xml_00091,Average,18,4,22,20,0.45454545454545453,0.47619047619047616,0.46511627906976744
Danh-gia-LG-Optimus-Pro-C660-score.xml_00094,Average,12,4,30,36,0.30434782608695654,0.2692307692307692,0.28571428571428575
Danh-gia-may-anh-Samsung-ST700-score.xml_00097,Average,21,2,36,24,0.3728813559322034,0.46808510638297873,0.41509433962264153
Danh-gia-may-chieu-Optoma-HD20LV-score.xml_0009A,Average,16,2,22,21,0.425,0.4358974358974359,0.43037974683544306
Danh-gia-Nikon-P7000-score.xml_0009D,Average,37,2,57,43,0.3958333333333333,0.4634146341463415,0.42696629213483145
Danh-gia-Nokia-E6-score.xml_000A0,Average,28,1,27,24,0.5089285714285714,0.5377358490566038,0.5229357798165137
Danh-gia-Nokia-N9-score.xml_000A3,Average,28,10,34,19,0.4583333333333333,0.5789473684210527,0.5116279069767442
Danh-gia-Nokia-X3-Touch-and-Type-score.xml_000A6,Average,8,4,14,16,0.38461538461538464,0.35714285714285715,0.3703703703703704
Danh-gia-Panasonic-Lumix-FX77-score.xml_000A9,Average,11,3,14,13,0.44642857142857145,0.46296296296296297,0.45454545454545453
Danh-gia-Pentax-K-5-score.xml_000AC,Average,18,4,32,32,0.37037037037037035,0.37037037037037035,0.37037037037037035
Danh-gia-pre-ampli-Ayre-KX-R-score.xml_000AF,Average,18,1,22,17,0.45121951219512196,0.5138888888888888,0.4805194805194805
Danh-gia-Samsung-Galaxy-Nexus-score.xml_000B2,Average,211,16,213,221,0.49772727272727274,0.4888392857142857,0.49324324324324326
Danh-gia-Samsung-Galaxy-S-II-score.xml_000B5,Average,30,6,26,27,0.532258064516129,0.5238095238095238,0.5280000000000001
Danh-gia-Samsung-Multiview-MV800-score.xml_000B8,Average,3,1,4,2,0.4375,0.5833333333333334,0.5
Danh-gia-Sony-Ericsson-Vivaz-score.xml_000BB,Average,11,2,19,12,0.375,0.48,0.42105263157894735
Danh-gia-Sony-Ericsson-Xperia-Arc-S-score.xml_000BE,Average,5,0,16,10,0.23809523809523808,0.3333333333333333,0.2777777777777778
Danh-gia-Sony-Ericsson-Xperia-Arc-score.xml_000C1,Average,25,9,28,21,0.47580645161290325,0.5363636363636364,0.5042735042735044
Danh-gia-tai-nghe-Sennheiser-HD-218-score.xml_000C4,Average,14,1,30,23,0.32222222222222224,0.3815789473684211,0.3493975903614458
